category,date,description,name,picture,price
"Brot, Aufstrich & Cerealien",2022-03-21,Je 500-g-Packung,"
                        GOLDÄHREN Das Rustikale Saaten 500 g
                    ",https://s7g10.scene7.com/is/image/aldi/202203040089,"
				€ 1,39
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je StückAus dem Backofen,"
                        Pizza-Snack vegan
                    ",https://s7g10.scene7.com/is/image/aldi/202112220035,"
				€ 0,79
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je 500-g-Packung,"
                        Golden Toast 500 g
                    ",https://s7g10.scene7.com/is/image/aldi/202106010053,"
				€ 1,39
			"
"Brot, Aufstrich & Cerealien",2022-03-21,"Je 180-g-GlasVersch. Sorten:
	","
                        MEIN VEGGIE TAG Vegane Bio-Streichcreme 180 g
                    ",https://s7g10.scene7.com/is/image/aldi/202112220020,"
				€ 1,45
			"
"Brot, Aufstrich & Cerealien",2022-03-21,"Je 500-g-PackungVersch. Sorten:
	","
                        GUT BIO Bio-Brot 500 g
                    ",https://s7g10.scene7.com/is/image/aldi/202102170291,"
				€ 1,79
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je 250-g-Packung,"
                        DR. OETKER Mohnback 250 g
                    ",https://s7g10.scene7.com/is/image/aldi/202110260039,"
				€ 2,19
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je 375-g-Packung,"
                        GOLDÄHREN Kleiner Sandwich Toast mit Roggen 375 g
                    ",https://s7g10.scene7.com/is/image/aldi/202110260037,"
				€ 0,79
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je 500-g-Packung,"
                        GOLDÄHREN Das Rustikale 500 g
                    ",https://s7g10.scene7.com/is/image/aldi/202110260036,"
				€ 1,29
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 1-kg-Packung,"
                        LA FINESSE Wellenschnittpommes 1 kg
                    ",https://s7g10.scene7.com/is/image/aldi/202201310553,"
				€ 1,19
			"
Getränke,2022-03-21,"Je 0,75-l-Flasche","
                        Dornfelder QbA 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202112020044,"
				€ 1,89
			"
Getränke,2022-03-21,"Je 0,7-l-FlascheDas Beste aus 20 wertvollen Kräutern, Wurzeln, Gewürzen und Zitrusfrüchten zu einem typisch bayrischen Kräuterlikör vereintAromatischer und angenehm milder GeschmackAuch als Zutat für kreative Cocktails gut geeignetAlkoholgehalt: 35,0 % Vol.Ab 18 Jahren","
                        MÜMMELMANN Jagdbitter Kräuterlikör 0,7 l
                    ",https://s7g10.scene7.com/is/image/aldi/202008210788,"
				€ 4,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 250-g-Packung,"
                        MILSANI Speisequark 20 % 250 g
                    ",https://s7g10.scene7.com/is/image/aldi/202111190925,"
				
			"
Getränke,2022-03-21,"Dieser trockene Müller-Thurgau, oft auch Rivaner genannt, zählt zu den wichtigsten deutschen Weißweinrebsorten.Geschmacklich ist er lebendig und unkompliziert und zeichnet sich als „everybody‘s darling“ aus.Durch seinen ausgewogenen Körper passt er hervorragend zu vielen aromatischen Speisen.Weinstil: Weißwein stillTrinktemperatur: 9 – 11 °CGeschmack: trockenAnbaugebiet: Rheinhessen oder Pfalz","
                        Müller-Thurgau QbA Rhh./Pfalz 1l
                    ",https://s7g10.scene7.com/is/image/aldi/202104210006,"
				€ 1,99
			"
Getränke,2022-03-21,"Je 0,7-l-Flasche","
                        SILVERSTONE Echter Rum 0,7 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202150292-1,"
				€ 5,79
			"
Getränke,2022-03-21,"Je 0,7-l-FlascheReinster Genuss aus WeizenDeutsche QualitätGut gekühlt besonders köstlichNach dem Essen sehr wohltuendMit Bier als Herrengedeck servierbarAlkoholgehalt: 38,0 % Vol.","
                        Meckstädter Doppelkorn 0,7 l
                    ",https://s7g10.scene7.com/is/image/aldi/202008210784,"
				€ 5,49
			"
Getränke,2022-03-21,"Je 4er-PackungJe 4 x 20-ml-FläschchenMit feinen Kräutern, Beeren und Wurzeln nach traditioneller RezepturErlesene Bitterspirituose als MagenbitterAlkoholgehalt: 44,0 % vol.Ab 18 JahrenHerkunft: Deutschland","
                        St. Vitus Boonekamp 4 x 20ml
                    ",https://s7g10.scene7.com/is/image/aldi/202008210022-1,"
				€ 0,99
			"
Getränke,2022-03-21,"Je 0,75-l-FlascheSTOLZENFELS: Unsere Marke für prickelnden Genuss zu den schönsten Anlässen des LebensVersch. Sorten:
	","
                        STOLZENFELS Sekt Trocken 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202150294-1,"
				€ 2,49
			"
Getränke,2022-03-21,"Je 3 x 0,2-l-Flasche = 0,6-l-PackungSTOLZENFELS: Unsere Marke für prickelnden Genuss zu den schönsten Anlässen des Lebens","
                        STOLZENFELS Sekt Halbtrocken 3 x 0,2 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202150296-1,"
				€ 2,49
			"
Getränke,2022-03-21,"Je 0,75-l-FlascheEr wird aus der Glera-Traube gewonnen.Ein prickelndes Trinkvergnügen mit Aromen von Äpfeln, Zitrusfrüchten und dezent blumigen Noten für jede Gelegenheit.Weinstil: PerlweinTrinktemperatur: 6 – 8 °CGeschmack: fruchtigAnbaugebiet: Prosecco","
                        MARIO COLLINA Prosecco Vino Frizzante DOC Fruchtig 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202009290284,"
				€ 2,89
			"
Getränke,2022-03-21,"Je 0,7-l-FlascheSchöne BernsteinfarbeMilder und ausgewogener GeschmackMit viel Sorgfalt nach bewährtem Rezept hergestelltIm Eichenfass gereiftPur oder auf Eis genießen!Alkoholgehalt: 36,0 % Vol.","
                        Regent Weinbrand 0,7 l
                    ",https://s7g10.scene7.com/is/image/aldi/202008210789,"
				€ 5,99
			"
Getränke,2022-03-21,"Je 0,7-l-FlascheBesonders reiner Kentucky Straight WhiskeyNur ein aus einer einzigen Destillerie kommender Whiskey darf den Zusatz „Straight“ tragenGeschätzt seit 1866Reiner, charaktervoller, aber dennoch milder GeschmackPur und auf Eis ein GenussSchmeckt köstlich auch als Longdrink mit Bitter Lemon, Fruchtsaft oder Cola","
                        CLARKE‘S Bourbon Whiskey 0,7 l
                    ",https://s7g10.scene7.com/is/image/aldi/202008210783,"
				€ 7,99
			"
Getränke,2022-03-21,"Je 0,7-l-Flasche","
                        MITTERHOF Williams Birnenbrand 0,7 l
                    ",https://s7g10.scene7.com/is/image/aldi/202008210790,"
				€ 9,99
			"
Getränke,2022-03-21,"Verschiedene Sorten:
	Niedlich, handlich und perfekt für ein Glas vollen WeingenussFür jeden Geschmack im Miniformat0,25-l-Flasche","
                        Merlot Chile 0,25l
                    ",https://s7g10.scene7.com/is/image/aldi/202104270001,"
				€ 0,99
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 125-g-BeutelOriginal aus ItalienHervorragend zu Salaten, Suppen, Schinkenplatten oder auch warmen GerichtenMit Wiederverschluss","
                        CUCINA Parmigiano Reggiano 125 g
                    ",https://s7g10.scene7.com/is/image/aldi/202106100057,"
				€ 1,99
			"
Kühlung & Tiefkühlkost,2022-03-21,"2,5-l-Packung","
                        Mucci Selection Eisschale 2,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202105100929,"
				€ 2,49
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 280-g-Packung,"
                        WONNEMEYER Frischteig 280 g
                    ",https://s7g10.scene7.com/is/image/aldi/202203110763,"
				€ 0,99
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 250-g-BecherMILSANI: Die große Milch-Vielfalt für jeden Geschmack findest du täglich in unserem Sortiment. Ob Milch, Joghurt, Quark oder Schlagsahne: MILSANI hat, was dein Herz begehrtVersch. Sorten:
	","
                        MILSANI Sahne-Kefir auf Frucht 250 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202150308-1,"
				€ 0,45
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 1000-g-Packung,"
                        ALL SEASONS Stangenspargel 1000 g
                    ",https://s7g10.scene7.com/is/image/aldi/202111090049,"
				€ 4,99
			"
Kühlung & Tiefkühlkost,2022-03-21,,"
                        ROI DE TREFLE Französischer Schnittkäse 180g
                    ",https://s7g10.scene7.com/is/image/aldi/202104010058,"
				€ 2,29
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 350-g-Packung,"
                        WONNEMEYER Frischteig Mürbeteig 350 g
                    ",https://s7g10.scene7.com/is/image/aldi/202101280137,"
				€ 0,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 2 x 365 g = 730-g-PackungNUTRI-SCORE: B,"
                        PIZZ’AH Pizzeria Pizza Funghi 730 g
                    ",https://s7g10.scene7.com/is/image/aldi/202201170149,"
				€ 2,49
			"
Getränke,2022-03-21,"Je 0,7-l-FlascheDieser mehrfach DLG-prämierte Eierlikör ist ein besonders cremiger Genuss. Nach hauseigenem Rezept werden bei der Herstellung ausschließlich hochwertige Zutaten verarbeitet. Kosten Sie den gelben Klassiker","
                        BASTEI Eierlikör 0,7 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202150295-1,"
				€ 3,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 450-g-PackungNUTRI-SCORE: A,"
                        ALL SEASONS Rahmspinat 450 g
                    ",https://s7g10.scene7.com/is/image/aldi/202201170137,"
				€ 0,59
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 20 x 10 g = 200-g-PackungMILSANI: Die große Milch-Vielfalt für jeden Geschmack findest du täglich in unserem Sortiment. Ob Milch, Joghurt, Quark oder Schlagsahne: MILSANI hat, was dein Herz begehrt","
                        MILSANI Kaffeesahne, 200 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202150339-1,"
				€ 0,59
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 6er-PackungGüteklasse AGewichtsklasse siehe EtikettOhne Kükentöten,"
                        UNSER FRANKEN Bio-Eier 6er-Packung
                    ",https://s7g10.scene7.com/is/image/aldi/202202150266-1,"
				€ 2,29
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 650-g-Packung Sous-vide gegart,"
                        KÄFER Entenkeulen 650 g
                    ",https://s7g10.scene7.com/is/image/aldi/202111090156,"
				€ 6,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 180-g-Packung,"
                        HOFBURGER Käse für den Ofen 180 g
                    ",https://s7g10.scene7.com/is/image/aldi/202111090019,"
				€ 1,79
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 100-g-PackungVersch. Sorten:
	","
                        GÜLDENHOF Fettreduzierte² Geflügel-Salami 100 g
                    ",https://s7g10.scene7.com/is/image/aldi/202112220036,"
				€ 0,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 400-g-Packung,"
                        Hofburger Emmentaler Käse am Stück 400 g
                    ",https://s7g10.scene7.com/is/image/aldi/202009080468,"
				€ 2,79
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 3 x 170 ml = 510-ml-PackungVersch. Sorten:
	","
                        MUCCI Spezialitätenbecher 510 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202202250635,"
				€ 1,29
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 900-ml-PackungVersch. Sorten:
	","
                        Mucci My Moments gestrudelt 900 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202105100901,"
				€ 1,75
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 750-g-Packung,"
                        LANDFREUDE Kochfertiger Kloßteig 750 g
                    ",https://s7g10.scene7.com/is/image/aldi/202101270182,"
				€ 0,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 1-l-Packung,"
                        Mucci Premium Eisschale Vanille 1 l
                    ",https://s7g10.scene7.com/is/image/aldi/202105100960,"
				€ 1,79
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 315-g-PackungBelegt mit schnittfestem Mozzarella, Spinat, Ziegenkäse und Zucker-Honig-ZubereitungDer Artikel ist nur in ausgewählten Filialen erhältlich","
                        Pizz’Ah Veggi Base Pizza Rote Beete mit Ziegenkäse 315 g
                    ",https://s7g10.scene7.com/is/image/aldi/202106080029,"
				€ 2,49
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 225-g-PackungNettogewicht = AbtropfgewichtAus Wildfang,"
                        GOLDEN SEAFOOD Riesengarnelenschwänze 225 g
                    ",https://s7g10.scene7.com/is/image/aldi/202102160001,"
				€ 3,39
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 200-g-Packung,"
                        HOFBURGER Cremiger Weichkäse 200 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202150304-1,"
				€ 1,49
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 4 x 100-g-Becher = 400-g-Packung,"
                        MILSANI Topi-Dessert 400 g
                    ",https://s7g10.scene7.com/is/image/aldi/202110100458,"
				€ 0,89
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 250 g + 50 g = 300-g-Packung12 StückVersch. Sorten:
	","
                        JACK’S FARM Chicken Nuggets mit Dip 300 g
                    ",https://s7g10.scene7.com/is/image/aldi/202201310569,"
				€ 1,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 250-g-PackungNettogewicht = AbtropfgewichtAus Wildfang,"
                        GOLDEN SEAFOOD Riesengarnelenschwänze 250 g
                    ",https://s7g10.scene7.com/is/image/aldi/202102160002,"
				€ 3,39
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 375-g-PackungBelegt mit Gegrillter Paprika, Blumenkohl und schnittfestem MozzarellaArtikel nur in ausgewählten Filialen erhältlich","
                        Pizz’Ah Veggi Base Pizza Blumenkohl-Kurkuma 375 g
                    ",https://s7g10.scene7.com/is/image/aldi/202106080030,"
				€ 2,49
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 150-g-BeutelFür vielseitige RezeptideenIdeal zum Verstreuen über frischer PastaWiederverschließbar,"
                        CUCINA Grana Padano Italienischer Hartkäse gerieben 150 g
                    ",https://s7g10.scene7.com/is/image/aldi/202106100056,"
				€ 1,99
			"
Getränke,2022-03-21,"Feines BouquetAusgewogener, harmonischer GeschmackDer Klassiker unter den Rotkäppchen SektenAus der bekannten Rotkäppchen Kelterei mit großer Tradition (seit 1856)Ideal geeignet auch für Mix-GetränkeEin besonderer Genuss mit Holunder- oder Hibiskusblüten0,75-l-Flasche","
                        Rotkäppchen Sekt Halbtrocken 0,75l
                    ",https://s7g10.scene7.com/is/image/aldi/202108240015,"
				€ 3,99
			"
Getränke,2022-03-21,"Je 0,75-l-FlascheSTOLZENFELS: Unsere Marke für prickelnden Genuss zu den schönsten Anlässen des LebensVersch. Sorten:
	","
                        STOLZENFELS Sekt 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202150322-1,"
				€ 2,59
			"
Getränke,2022-03-21,"Das Anbaugebiet Nahe entlang des gleichnamigen Flusses zählt flächenmäßig zu den kleineren deutschen Weinanbaugebieten.Auf den Schieferböden findet die anspruchsvolle Rieslingtraube perfekte Bedingungen vor, um ihre Potentiale hinsichtlich Mineralität und Fruchtaromatik zu entfalten.Weinstil: Weißwein stillTrinktemperatur: 9 – 11 °CGeschmack: feinherbAnbaugebiet: NaheHerkunft: Deutschland","
                        Riesling Nahe QbA 0,75l
                    ",https://s7g10.scene7.com/is/image/aldi/202008210041-1,"
				€ 2,79
			"
Getränke,2022-03-21,"Je 1,5-l-FlascheVerschiedene Sorten:
	","
                        RIVER Cola Light/Cola Zero 1,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202111020694,"
				€ 0,45
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 125-g-PackungVersch. Sorten:
	","
                        MEIN VEGGIE TAG Veggie Aufschnitt 125 g
                    ",https://s7g10.scene7.com/is/image/aldi/202112220014,"
				€ 1,29
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 125-g-PackungVersch. Sorten:
	","
                        MEINE KÄSETHEKE Frischkäsezubereitung 125 g
                    ",https://s7g10.scene7.com/is/image/aldi/202109210079,"
				€ 0,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 450-g-Packung,"
                        GOLDEN SEAFOOD White Tiger Garnelen gekocht 450 g
                    ",https://s7g10.scene7.com/is/image/aldi/202111260084,"
				€ 9,99
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 1-kg-PackungNUTRI-SCORE: AVersch. Sorten:
	","
                        ALL SEASONS Tiefkühlgemüse 1 kg
                    ",https://s7g10.scene7.com/is/image/aldi/202201170142,"
				€ 1,69
			"
Getränke,2022-03-21,"Je 1-l-PackungVerschiedene Sorten:
	","
                        GUT bio Bio-Gartensaft 1 l
                    ",https://s7g10.scene7.com/is/image/aldi/202011060034,"
				€ 1,19
			"
Getränke,2022-03-21,"Je 1-l-PackungNach Fairtrade-Standards gehandeltVersch. Sorten:
	","
                        FAIR Fairtrade Saft/Nektar 1 l
                    ",https://s7g10.scene7.com/is/image/aldi/202102170281,"
				€ 1,29
			"
Getränke,2022-03-21,"Aus der berühmten französischen Weinbauregion Bordeaux, die für eine unglaubliche Vielfalt an hervorragenden Weinen steht.Überzeugen Sie sich selbst von der Qualität dieses Bordeaux Supérieur Barrique.Er lagerte mehrere Monate in Eichenholzfässern und entspricht den hohen Qualitätsanforderungen für die Bezeichnung Supérieur. Perfekte Balance aus feiner Holznote und reifer Frucht.Weinstil: Rotwein stillTrinktemperatur: 16 – 18 °CGeschmack: trockenAnbaugebiet: Bordeaux","
                        FRANCOIS NOBLECOUR Bordeaux Supérieur Barrique AOP 0,75l
                    ",https://s7g10.scene7.com/is/image/aldi/202104130459,"
				€ 3,19
			"
