description,name,price
Je 100-g-PackungGeschält und gekocht,"
                        GOURMET Premium-Garnelen 100 g
                    ","
				€ 2,99
			"
Je 100-g-PackungSchweizer SchnittkäseFromage de Bellelay,"
                        GOURMET Tête de Moine 100 g
                    ","
				€ 3,59
			"
Je 750-g-Packung,"
                        GOURMET Norwegische Lachsfiletseite 750 g
                    ","
				€ 9,99
			"
Je 300-g-Packung,"
                        GUT DREI EICHEN Nürnberger Rostbratwürste 300 g
                    ","
				€ 2,79
			"
Schweinenacken mit KnochenFür Pfanne oder GrillAus der KühlungJe 700-g-Packung,"
                        meine METZGEREI Frisches Schweinenacken-Kotelett 700g
                    ","
				€ 3,99
			"
Aus der KühlungEnthält nur 5 % FettZum Braten in der PfanneIdeal für Bolognese-Sauce400-g-Packung,"
                        meine METZGEREI Fettreduziertes Rinderhackfleisch 5% Fett 400g
                    ","
				€ 4,29
			"
Je 350-g-PackungGebrüht,"
                        UNSER BAYERN Fränkische Rostbratwurst 350 g
                    ","
				€ 2,79
			"
Je 1000-g-Packung,"
                        ALL SEASONS Stangenspargel 1000 g
                    ","
				€ 4,99
			"
Je 250-g-Packung,"
                        GUT DREI EICHEN Nürnberger Rostbratwürste 250 g
                    ","
				€ 2,79
			"
Je 375-g-PackungFrischfleischVom Jungbullen Qualität aus Deutschland,"
                        MEINE METZGEREI Hüftsteaks 375 g
                    ","
				€ 6,99
			"
"Je 200-g-PackungVersch. Sorten:
	","
                        MEINE METZGEREI Mettspezialitäten 200 g
                    ","
				€ 1,89
			"
Je 400-g-PackungIdeal zum Braten,"
                        MEINE METZGEREI Hähnchen-Ministeaks 400 g
                    ","
				€ 3,49
			"
"Je 100-g-PackungVersch. Sorten:
	","
                        MEINE METZGEREI Aufschnitt 100 g
                    ","
				€ 0,99
			"
Saftig und frischFür die Zubereitung auf dem Grill oder im Backofen600-g-Packung,"
                        meine METZGEREI Frische Hähnchen-Unterkeulen 600g
                    ","
				€ 2,49
			"
Je 1000-g-PackungFrische Filet-TeilstückeVielseitig in der Pfanne oder im Ofen zubereitbar,"
                        meine METZGEREI Frisches Hähnchen-Brustfilet Teilstück 1000 g
                    ","
				€ 6,79
			"
"Feinste Filet-TeilstückeNaturgeschmack, beliebig würzbarIdeal für die Zubereitung in der Pfanne oder zum Durchgaren im Ofen400-g-Packung","
                        meine METZGEREI Frisches Hähnchen-Brustfilet Teilstück 400g
                    ","
				€ 4,49
			"
"Mit RückenstückFrisch und leckerIdeal zum Braten, für den Ofen oder den Grill1.100-g-Packung","
                        meine METZGEREI Frische Hähnchen-Schenkel mit Rückenstück 1100 g
                    ","
				€ 3,49
			"
Je 500-g-PackungHervorragend geeignet für Bolognese-SauceAus der KühlungMade in Germany,"
                        meine METZGEREI Rinder-Hackfleisch 500 g
                    ","
				€ 3,29
			"
Perfekt zum Braten400-g-Packung,"
                        meine METZGEREI Frisches Hähnchen-Innenfilet 400g
                    ","
				€ 3,29
			"
"Je 125-g-PackungVersch. Sorten:
	","
                        MEINE METZGEREI Aufschnitt 125 g
                    ","
				€ 1,09
			"
"Je 0,35-l-Flasche","
                        Penninger Blutwurz 0,35 l
                    ","
				€ 9,99
			"
"Je 0,5-l-FlascheBehutsam destillierter Tresterbrand aus traditionellen Rebsorten aus der Region Veneto mit weinig-duftendem BukettBei Zimmertemperatur oder leicht gekühlt genießen40 % vol.Ab 18 Jahren","
                        Cavone Grappa 0,5 l
                    ","
				€ 4,99
			"
"Kräftig und herbBrau-Tradition aus HomburgAlkoholgehalt: 4,8 % Vol.Ab 16 Jahren0,5-l-Dose","
                        Karlsberg Urpils 0,5l
                    ","
				€ 0,75
			"
In dem sonnenverwöhnten Anbaugebiet Baden wächst er unter idealen Bedingungen.Weinstil: Rotwein stillTrinktemperatur: 16 – 18 °CGeschmack: feinherbAnbaugebiet: BadenHerkunft: DeutschlandRebsorte: Spätburgunder,"
                        Kaiserstühler Spätburgunder Baden QbA 1l
                    ","
				€ 3,19
			"
"Je 0,33-l-Dose","
                        PAULANER Spezi 0,33 l
                    ","
				€ 0,69
			"
"Je 0,75-l-FlascheTrocken","
                        Bio-Cuvée rot Rheinhessen/Pfalz QbA 0,75 l
                    ","
				€ 2,79
			"
"Je 0,7-l-FlascheReinster Genuss aus WeizenDeutsche QualitätGut gekühlt besonders köstlichNach dem Essen sehr wohltuendMit Bier als Herrengedeck servierbarAlkoholgehalt: 38,0 % Vol.","
                        Meckstädter Doppelkorn 0,7 l
                    ","
				€ 5,49
			"
,"
                        Grevensteiner Original 0,5 l
                    ","
				€ 0,99
			"
"Je 0,7-l-FlascheHergestellt aus exklusiven Kräutern, Wurzeln und GewürzenAromatischer und zugleich milder GeschmackAus ItalienSchmeckt herrlich pur, auf Eis oder gemixt als Longdrink30 % vol.Ab 18 Jahren","
                        ROMANZINI Amaro Kräuterlikör 0,7 l
                    ","
				€ 5,49
			"
"Je 0,75-l-FlascheGeprägt von der Region – typisch mineralisch und feinfruchtig.Elegant eingebundene Säure und dezent blumiges Aroma.Weinstil: Weißwein stillTrinktemperatur: 9 – 11 °CGeschmack: feinherbAnbaugebiet: Mittelrhein","
                        Riesling Mittelrhein QbA 0,75l
                    ","
				€ 2,99
			"
"Je 0,75-l-FlaschefeinherbAnbaugebiet: Rheinhessen oder Pfalz","
                        Gewürztraminer Rhh/Pfalz QbA 0,75 l
                    ","
				€ 2,49
			"
"Je 0,5-l-Dose","
                        Spaten Helles 0,5l
                    ","
				€ 0,79
			"
"Je 0,75-l-FlascheRotweinKlare Noten von Kirsche und BrombeerePasst besonders gut zu Reisgerichten, Braten oder Desserts","
                        Dornfelder lieblich Rhh/Pfalz QbA 0,75 l
                    ","
				€ 1,89
			"
"Sekt feinster KompositionTrocken und rassig mit angenehm spritzigem BouquetAus der traditionsreichen Rotkäppchen-Kellerei (seit 1856) in FreyburgHervorragend geeignet auch für Bowlen und Cocktails0,75-l-Flasche","
                        Rotkäppchen Sekt Trocken 0,75l
                    ","
				€ 3,99
			"
"Je 0,75-l-FlascheGeschmacksrichtung: trockenWeinart: RoséweinRebsorte: Grenache, Syrah, CinsaultQualitätsstufe: AOPJahrgang: 2020Anbaugebiet: Costières de Nîmes","
                        LA GRANDE PLAGE 2020 Côstieres de Nimes AOP 0,75 l
                    ","
				
			"
,"
                        Eichbaum Naturradler 0,33l
                    ","
				€ 0,69
			"
"Hergestellt wird er aus weißen und roten Trauben.Weinstil: Roséwein stillTrinktemperatur: 8 – 10 °CGeschmack: halbtrockenAnbaugebiet: FrankenHerkunft: DeutschlandDer Wein passt gut zu folgenden Speisen
	","
                        Franken Rotling QbA 1l
                    ","
				€ 3,49
			"
Je 500-ml-Dose,"
                        Cooper's Original Cider 500 ml
                    ","
				€ 1,19
			"
,"
                        Paulaner Natur Radler 0,5 l
                    ","
				€ 0,85
			"
"Je 0,33-l-Dose","
                        Karlsberg Brauermalz 0,33 l
                    ","
				€ 0,59
			"
"Je 0,5-l-Dose","
                        Mönchshof Natur Radler 0,5 l
                    ","
				€ 0,89
			"
,"
                        Pfungstädter Natur Radler 0,5l
                    ","
				€ 0,79
			"
"Je 0,5-l-Dose","
                        Früh Radler 0,5 l
                    ","
				€ 0,89
			"
"Je 0,5-l-Dose","
                        Fürstenberg Natur Radler 0,5 l
                    ","
				€ 0,79
			"
,"
                        Hacker-Pschorr Münchner Hell 0,5l
                    ","
				€ 0,89
			"
"Aus 40 % Licher Pilsner und 60 % koffeinhaltiger LimonadeUltimatives GeschmackserlebnisAlkoholgehalt: 2,2 % Vol.Ab 16 Jahren0,5-l-Dose","
                        Licher x² Cola 0,5l
                    ","
				€ 0,89
			"
"Biermixgetränk von der Brauerei BitburgerZutaten: 50 % Bitburger Premium Pils und 50 % ZitronenlimonadeOhne künstliche ZusatzstoffeAlkoholgehalt: 2.5 % Vol.Ab 16 Jahren0,5-l-Dose","
                        Bitburger Radler 0,5l
                    ","
				€ 0,79
			"
"Je 0,75-l-FlascheAromatischer und vollmundiger Rotwein aus dem Familienbetrieb PerrinSeit fünf Generationen bringt die Familie Perrin all ihre Leidenschaft und Erfahrung ein, um Weine wie die von La Ferme Julien herzustellenGAMBERO ROSSO Vini d'Italia89 Punkte im falstaff Tasting 2021","
                        2020 La Ferme Julien rouge 0,75 l
                    ","
				€ 4,99
			"
"Je 0,75-l-FlascheRebsorte: RieslingGeschmacksrichtung: TrockenDie Trauben stammen aus gutseigenen Lagen. Der Verband Deutscher Prädikatsund Qualitätsweingüter e. V. (VDP) steht für sehr hohe QualitätsansprücheGeschmeidig aus RüdesheimQualität aus Deutschland","
                        Weingut Johannes Leitz Riesling Rheingau QbA mit VDP-Siegel 0,75 l
                    ","
				€ 6,99
			"
Dieser trockene Weißwein aus Rheinhessen/Pfalz wird aus der Trendrebsorte Grauer Burgunder hergestellt.Er besticht durch seinen fruchtigen und aromatischen Geschmack.Weinstil: Weißwein stillTrinktemperatur: 9 – 11 °CGeschmack: trockenAnbaugebiet: Rheinhessen/PfalzHerkunft: Deutschland,"
                        Grauer Burgunder QbA Rhh./Pfalz 0,75l
                    ","
				€ 2,79
			"
"Je 500-g-BeutelIdeal zu Joghurt, Quark, Eis sowie zu fruchtigen Bowlen und SmoothiesHervorragende Grundlage für TortenbelagAuftaubar bei Zimmertemperatur oder in der Mikrowelle","
                        All Seasons Himbeeren 500 g
                    ","
				€ 3,49
			"
"Je 200-g-PackungVersch. Sorten:
	Aus irischer Weidemilch","
                        Meine Käsetheke Irischer Cheddar 200 g
                    ","
				€ 1,79
			"
Aus dem Hähnchenbrust-Filet geschnittenMit Zwiebeln mariniertZum Braten in der Pfanne oder für den Grill400-g-Packung,"
                        meine METZGEREI Frisches Hähnchen-Geschnetzeltes „Gyros Art"" 400g
                    ","
				€ 2,99
			"
Mit 10 % FettStichfestIdeal für Saucen und SuppenAus der Kühlung200-g-Becher,"
                        MILSANI Saure Sahne 200g
                    ","
				€ 0,39
			"
"Südlich von Madrid erstreckt sich die Hochebene Castilla-La Mancha.In dieser größten Weinbauregion Spaniens entstehen auf steinigen Böden reintönige, sortentypische Weine.Gut gekühlt ist dieser Sauvignon Blanc ideale Aperitif-Wein.Nach Anbruch ist der Wein bis zu 4 Wochen haltbar.Weinstil: Weißwein stillTrinktemperatur: 9 – 11 °CGeschmack: trocken","
                        Sauvignon Blanc Spanien 3l
                    ","
				€ 4,99
			"
Aus Rind- und SchweinefleischZum Durchgaren in der PfannePraktische Portion für Rezepte für die ganze Familie800-g-Packung,"
                        meine METZGEREI Gemischtes Hackfleisch 800g
                    ","
				€ 4,29
			"
Je 750-g-PackungKlimaneutral,"
                        LA FINESSE Kartoffel-Wedges 750 g
                    ","
				€ 1,19
			"
Aus feinem Hähnchenbrustfilet geschnittenFür die Zubereitung in der Pfanne400-g-Packung,"
                        meine METZGEREI Frisches Hähnchen-Geschnetzeltes 400g
                    ","
				€ 3,49
			"
Je 250-g-PackungVon Hand gesalzenHerzhaft geräuchertServierfertig gewürfelt,"
                        Gut Drei Eichen Schinkenwürfel 250 g
                    ","
				€ 1,99
			"
Aus dem Schweineschinken geschnittenNach Gyros-Art gewürztFür die PfanneKüchenfertig aus der Kühlung500-g-Packung,"
                        meine METZGEREI Frisches Gyros 500g
                    ","
				€ 3,49
			"
Je 100-g-PackungZum Braten Hauchdünn geschnitten,"
                        Gut Drei Eichen Bacon 100 g
                    ","
				€ 0,99
			"
Paniert und vorgebackenMit süßem Wildpreiselbeer-DipJeder Camembert einzeln aromaversiegelt und entnehmbarLecker als kleine Hauptmahlzeit oder pikanter Snack4 Stück2 Wildpreiselbeer-DipsAus der Kühlung,"
                        Alpenmark Back-Camembert 350g
                    ","
				€ 1,99
			"
"750-g-PackungFeines Schweinefleisch mit einer würzigen Panade ummanteltEinzeln entnehmbarVorgebraten und schnell servierfertigFür Pfanne, Fritteuse und BackofenTiefgekühlt","
                        Jack's Farm Wiener Schnitzel 750 g
                    ","
				€ 4,29
			"
"Je 0,75-l-FlascheKräftiger trockener Weißwein aus der Weinbauregion BadenDieser trockene kräftige Weißwein aus der Weinbauregion Baden wurde exklusiv von Top-Winemaker Fritz Keller für ALDI kreiertAlle Trauben der Rebsorte Weißburgunder werden von Hand gelesen.Lassen Sie sich von seinem vollmundigen Geschmack überzeugen!Weinstil: Weißwein stillTrinktemperatur: 9 – 11 °C","
                        Baden EDITION FRITZ KELLER Weißer Burgunder 0,75 l
                    ","
				€ 5,99
			"
"Je 500-ml-PackungVersch. Sorten:
	","
                        Mucci Supreme Rich & Creamy 500 ml
                    ","
				€ 1,99
			"
"Je 0,75-l-Flasche","
                        RAMON LOPEZ MURILLO 2016 Rioja Reserva DOCa 0,75 l
                    ","
				€ 4,99
			"
Lieblicher Rotwein aus SüdosteuropaUnkomplizierter TrinkgenussFruchtig im GeschmackWeinstil: Rotwein stillTrinktemperatur: 16 – 18 °CGeschmack: lieblichAnbaugebiet: Republik Mazedonien,"
                        Rotwein aus der Republik Nordmazedonien 1l
                    ","
				€ 1,49
			"
"Je 0,75-l-FlascheSTOLZENFELS: Unsere Marke für prickelnden Genuss zu den schönsten Anlässen des LebensVersch. Sorten:
	","
                        STOLZENFELS Sekt Trocken 0,75 l
                    ","
				€ 2,49
			"
Aromatischer unkomplizierter trockener „Roter Franzose“ aus typischen Rebsorten des sonnigen Südens Frankreichs.Idealer Begleiter vieler Speisen oder gefälliger Allrounder.Weinstil: Rotwein stillTrinktemperatur: 16 – 18 °CGeschmack: trockenAnbaugebiet: SüdfrankreichHerkunft: Frankreich,"
                        Le Rouge Terres Du Midi IGP 1l
                    ","
				€ 1,99
			"
"Je 3 x 0,2-l-Flasche = 0,6-l-PackungSTOLZENFELS: Unsere Marke für prickelnden Genuss zu den schönsten Anlässen des Lebens","
                        STOLZENFELS Sekt Halbtrocken 3 x 0,2 l
                    ","
				€ 2,49
			"
"Je 0,7-l-FlascheSchöne BernsteinfarbeMilder und ausgewogener GeschmackMit viel Sorgfalt nach bewährtem Rezept hergestelltIm Eichenfass gereiftPur oder auf Eis genießen!Alkoholgehalt: 36,0 % Vol.","
                        Regent Weinbrand 0,7 l
                    ","
				€ 5,99
			"
"Je 4er-PackungJe 4 x 20-ml-FläschchenMit feinen Kräutern, Beeren und Wurzeln nach traditioneller RezepturErlesene Bitterspirituose als MagenbitterAlkoholgehalt: 44,0 % vol.Ab 18 JahrenHerkunft: Deutschland","
                        St. Vitus Boonekamp 4 x 20ml
                    ","
				€ 0,99
			"
"Je 0,7-l-Flasche","
                        ZARANOFF Wodka 0,7 l
                    ","
				€ 4,99
			"
"Je 0,75-l-FlascheRindfleisch oder Pasta16 – 18 °C95 Punkte im Luca Maroni TastingGold 25. Berliner Wein TrophyUnder the Patronage of the OIV","
                        Fuga Primitivo Puglia IGP 0,75 l
                    ","
				€ 4,99
			"
"Je 0,7-l-FlascheDas Beste aus 20 wertvollen Kräutern, Wurzeln, Gewürzen und Zitrusfrüchten zu einem typisch bayrischen Kräuterlikör vereintAromatischer und angenehm milder GeschmackAuch als Zutat für kreative Cocktails gut geeignetAlkoholgehalt: 35,0 % Vol.Ab 18 Jahren","
                        MÜMMELMANN Jagdbitter Kräuterlikör 0,7 l
                    ","
				€ 4,99
			"
